OCCULIST,HRSPERWK,WKS_WRKD,EMPLTYPE,MARITAL,HISPANIC,WHYNOWRK,MEMBRACE,SEX,HRSP_RWK,WKS__RKD,EMPL_YPE,HISP_NIC,WHYN_WRK,OCCU_IST,NEWID,AGE,AGE_,ANGVX,ANGVX_,ANPVTX,ANPVTX_,ANRRX,ANRRX_,CU_CODE1,EDUCA,EDUCA_,GROSPAYX,GROS_AYX,GVX,GVX_,IRAX,IRAX_,JSSDEDX,JSSDEDX_,MEMBNO,PVTX,PVTX_,RRX,RRX_,SCHLNCHQ,SCHL_CHQ,SCHLNCHX,SCHL_CHX,SLFEMPSS,SLFE_PSS,SS_RRX,SS_RRX_,SUPPX,SUPPX_,US_SUPP,US_SUPP_,WAGEX,WAGEX_,SS_RRQ,SS_RRQ_,SOCRRX,SOCRRX_,ARM_FORC,ARM__ORC,IN_COLL,IN_COLL_,MEDICARE,MEDI_ARE,PAYPERD,PAYPERD_,HORIGIN,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ANGVXM,ANGVXM_,ANPVTXM,ANPVTXM_,ANRRXM,ANRRXM_,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SS_RRXM,SS_RRXM_,SS_RRX1,SS_RRX2,SS_RRX3,SS_RRX4,SS_RRX5,SS_RRXI,SUPPXM,SUPPXM_,SUPPX1,SUPPX2,SUPPX3,SUPPX4,SUPPX5,SUPPXI,WAGEXM,WAGEXM_,WAGEX1,WAGEX2,WAGEX3,WAGEX4,WAGEX5,WAGEXI,SS_RRB,SS_RRB_,SS_RRBX,SS_RRBX_,SUPPB,SUPPB_,SUPPBX,SUPPBX_,WAGEB,WAGEB_,WAGEBX,WAGEBX_,ASIAN,ASIAN_,OCCUEARN,PAYSTUB,PAYSTUB_,SEMPFRM,SEMPFRM_,SEMPFRMX,SEMP_RMX,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SEMPFRMM,SEMP_RMM,SOCSRRET,SOCS_RET,WKSTATUS,VETERAN,VETERAN_
,,,,5,,,1,1,A,A,A,A,A,A,05907851,9,D,,A,,A,,A,3,,A,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,A
,,,,5,,,1,1,A,A,A,A,A,A,05907851,9,D,,A,,A,,A,3,,A,,A,,A,,A,,A,4,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,A
03,25,52,1,1,,,1,2,D,D,D,A,A,D,05907852,40,D,,A,,A,,A,1,8,D,2000,D,,A,,A,3052,D,1,,A,,A,,A,,A,0,D,,A,,A,2,D,39900,D,,A,0,D,2,D,3,D,,A,6,D,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,39900.0,D,39900,39900,39900,39900,39900,100,,A,,A,,A,,A,,A,,A,,A,103,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
03,35,52,5,1,,,1,1,D,D,D,A,A,D,05907852,45,D,,A,,A,,A,2,4,D,,A,,A,,A,4590,D,2,,A,,A,,A,,A,4590,D,,A,,A,2,D,,A,,A,0,D,2,D,3,D,,A,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,4590.0,D,4590,4590,4590,4590,4590,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,203,,A,1,D,30000,D,,A,,A,30000,30000,30000,30000,30000,100,30000,D,2,D,2,2,D
,,,,5,,,1,1,A,A,A,A,A,A,05907852,9,D,,A,,A,,A,3,,A,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,A
,,,,5,,,1,1,A,A,A,A,A,A,05907852,9,D,,A,,A,,A,3,,A,,A,,A,,A,,A,4,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,A
,,0,,1,,1,1,1,A,D,A,A,D,A,05907891,82,D,,A,,A,,A,1,4,D,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,C,,A,2,D,,A,12,D,22496,D,,A,3,D,1,D,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,28398.0,D,26900,23672,30788,24116,36512,2191.8,D,2067,1798,2391,1835,2868,301,,A,,,,,,100,,A,,,,,,100,6,D,1700,D,,A,,A,,A,,A,,A,930,,A,2,D,,A,,A,,A,,,,,,100,,A,1,D,,1,D
,,0,,1,,1,1,2,A,D,A,A,D,A,05907891,79,D,,A,,A,,A,2,5,D,,A,,A,,C,,A,2,,A,,A,,A,,A,,A,,C,,A,2,D,,A,12,D,22496,D,,A,3,D,1,D,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,29430.0,D,26684,28064,22532,28472,41396,2277.8,D,2049,2164,1703,2198,3275,301,,A,,,,,,100,,A,,,,,,100,6,D,1700,D,,A,,A,,A,,A,,A,930,,A,2,D,,A,,A,,A,,,,,,100,,A,1,D,,2,D
,,0,,1,,1,1,1,A,D,A,A,D,A,05907892,82,D,,A,,A,,A,1,4,D,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,C,,A,2,D,,A,12,D,22496,D,,A,3,D,1,D,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,32372.0,D,26456,42104,23012,25340,44948,2523.0,D,2030,3334,1743,1937,3571,301,,A,,,,,,100,,A,,,,,,100,6,D,1700,D,,A,,A,,A,,A,,A,930,,A,2,D,,A,,A,,A,,,,,,100,,A,1,D,,1,D
,,0,,1,,1,1,2,A,D,A,A,D,A,05907892,79,D,,A,,A,,A,2,5,D,,A,,A,,C,,A,2,,A,,A,,A,,A,,A,,C,,A,2,D,,A,12,D,22496,D,,A,3,D,1,D,,A,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,29706.0,D,23660,26696,26480,42824,28868,2300.8,D,1797,2050,2032,3394,2231,301,,A,,,,,,100,,A,,,,,,100,6,D,1700,D,,A,,A,,A,,A,,A,930,,A,2,D,,A,,A,,A,,,,,,100,,A,1,D,,2,D
01,40,52,1,5,5,,1,2,D,D,D,D,A,D,05907911,57,D,,A,,A,,A,1,6,D,,C,,A,,A,5355,D,1,,A,,A,,A,,A,0,D,,A,,A,2,D,70000,D,,A,0,D,2,D,3,D,,A,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,70000.0,D,70000,70000,70000,70000,70000,100,,A,,A,,A,,A,,A,,A,,A,101,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
,,0,,5,5,4,1,1,A,D,A,D,D,A,05907911,35,D,,A,,A,,A,3,1,D,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,0,D,2,D,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,900,,A,2,D,,A,,A,,A,,,,,,100,,A,2,D,,2,D
01,40,52,1,5,5,,1,2,D,D,D,D,A,D,05907912,57,D,,A,,A,,A,1,6,D,,C,,A,,A,5355,D,1,,A,,A,,A,,A,0,D,,A,,A,2,D,70000,D,,A,0,D,2,D,3,D,,A,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,70000.0,D,70000,70000,70000,70000,70000,100,,A,,A,,A,,A,,A,,A,,A,101,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
,,0,,5,5,4,1,1,A,D,A,D,D,A,05907912,35,D,,A,,A,,A,3,1,D,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,2,D,,A,,A,0,D,2,D,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,900,,A,2,D,,A,,A,,A,,,,,,100,,A,2,D,,2,D
10,40,52,1,1,2,,1,2,D,D,D,D,A,D,05907921,59,D,,A,,A,,A,1,7,D,1100,D,,A,,A,1836,D,1,,A,,A,,A,,A,0,D,,A,,A,2,D,24000,D,,A,0,D,2,D,3,D,,A,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,24000.0,D,24000,24000,24000,24000,24000,100,,A,,A,,A,,A,,A,,A,,A,110,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
13,20,46,5,1,1,,1,1,D,D,D,D,A,D,05907921,53,D,,A,,A,,A,2,2,D,,A,,A,,A,734,D,2,,A,,A,,A,,A,734,D,,A,,A,2,D,,A,,A,0,D,2,D,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,734.0,D,734,734,734,734,734,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,213,,A,1,D,4800,D,,A,,A,4800,4800,4800,4800,4800,100,4800,D,2,D,2,2,D
,,,,5,2,,1,2,A,A,A,D,A,A,05907921,13,D,,A,,A,,A,3,,A,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,A
10,40,52,1,1,2,,1,2,D,D,D,D,A,D,05907922,59,D,,A,,A,,A,1,7,D,1100,D,,A,,A,1836,D,1,,A,,A,,A,,A,0,D,,A,,A,2,D,24000,D,,A,0,D,2,D,3,D,,A,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,24000.0,D,24000,24000,24000,24000,24000,100,,A,,A,,A,,A,,A,,A,,A,110,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
13,20,46,5,1,1,,1,1,D,D,D,D,A,D,05907922,53,D,,A,,A,,A,2,2,D,,A,,A,,A,734,D,2,,A,,A,,A,,A,734,D,,A,,A,2,D,,A,,A,0,D,2,D,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,734.0,D,734,734,734,734,734,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,100,,A,,A,,A,,A,,A,,A,,A,213,,A,1,D,4800,D,,A,,A,4800,4800,4800,4800,4800,100,4800,D,2,D,2,2,D
,,,,5,2,,1,2,A,A,A,D,A,A,05907922,13,D,,A,,A,,A,3,,A,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,,A,,A,,A,,A,,A,,A,,A,,,A,,A,,A,,A,,A,,,,,,,,A,,A,,,A
03,40,52,1,1,,,6,1,D,D,D,A,A,D,05907941,34,D,,A,,A,,A,1,7,D,5740,D,,A,20000,D,13094,D,1,,A,,A,,A,,A,31,D,,A,,A,2,D,180000,D,,A,0,D,2,D,3,D,,A,2,D,2,1,D,,A,3,D,,A,,A,,A,,A,,A,,A,,A,13094.0,D,13094,13094,13094,13094,13094,31.0,D,31,31,31,31,31,,A,,,,,,,A,,,,,,100,,A,,,,,,100,180000.0,D,180000,180000,180000,180000,180000,100,,A,,A,,A,,A,,A,,A,,A,103,2,D,1,D,200,D,,A,,A,200,200,200,200,200,100,200,D,2,D,1,2,D
03,40,52,1,1,,,1,2,D,D,D,A,A,D,05907941,32,D,,A,,A,,A,2,8,D,9500,D,,A,20000,D,13643,D,2,,A,,A,,A,,A,0,D,,A,,A,2,D,220000,D,,A,0,D,2,D,3,D,,A,6,D,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,220000.0,D,220000,220000,220000,220000,220000,100,,A,,A,,A,,A,,A,,A,,A,103,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
03,40,52,1,1,,,6,1,D,D,D,A,A,D,05907942,34,D,,A,,A,,A,1,7,D,5740,D,,A,20000,D,13094,D,1,,A,,A,,A,,A,31,D,,A,,A,2,D,180000,D,,A,0,D,2,D,3,D,,A,2,D,2,1,D,,A,3,D,,A,,A,,A,,A,,A,,A,,A,13094.0,D,13094,13094,13094,13094,13094,31.0,D,31,31,31,31,31,,A,,,,,,,A,,,,,,100,,A,,,,,,100,180000.0,D,180000,180000,180000,180000,180000,100,,A,,A,,A,,A,,A,,A,,A,103,2,D,1,D,200,D,,A,,A,200,200,200,200,200,100,200,D,2,D,1,2,D
03,40,52,1,1,,,1,2,D,D,D,A,A,D,05907942,32,D,,A,,A,,A,2,8,D,9500,D,,A,20000,D,13643,D,2,,A,,A,,A,,A,0,D,,A,,A,2,D,220000,D,,A,0,D,2,D,3,D,,A,6,D,2,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,220000.0,D,220000,220000,220000,220000,220000,100,,A,,A,,A,,A,,A,,A,,A,103,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
04,40,52,1,1,2,,1,2,D,D,D,D,A,D,05907951,43,D,,A,,A,,A,1,5,D,830,D,,A,,C,2984,D,1,,A,,A,,A,,A,0,D,,A,,A,2,D,39000,D,,A,0,D,2,D,3,D,,A,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,39000.0,D,39000,39000,39000,39000,39000,100,,A,,A,,A,,A,,A,,A,,A,104,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
10,40,52,1,1,1,,1,1,D,D,D,D,A,D,05907951,46,D,,A,,A,,A,2,3,D,1900,D,,A,,A,3779,D,2,,A,,A,,A,,A,0,D,,A,,A,2,D,49400,D,,A,0,D,2,D,,A,,A,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,49400.0,D,49400,49400,49400,49400,49400,100,,A,,A,,A,,A,,A,,A,,A,110,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
06,18,52,1,5,2,,1,2,D,D,D,D,A,D,05907951,20,D,,A,,A,,A,3,5,D,,C,,A,,A,1836,D,3,,A,,A,,A,,A,0,D,,A,,A,2,D,,C,,A,0,D,2,D,1,D,,A,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,23747.8,D,25272,20803,26453,22316,23895,301,,A,,A,,A,,A,05,D,24000,D,,A,106,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
06,14,3,1,5,2,,1,1,D,D,D,D,A,D,05907951,18,D,,A,,A,,A,3,5,D,480,D,,A,,A,53,D,4,,A,,A,,A,,A,0,D,,A,,A,2,D,690,D,,A,0,D,2,D,1,D,,A,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,690.0,D,690,690,690,690,690,100,,A,,A,,A,,A,,A,,A,,A,106,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
04,40,52,1,1,2,,1,2,D,D,D,D,A,D,05907952,43,D,,A,,A,,A,1,5,D,830,D,,A,,C,2984,D,1,,A,,A,,A,,A,0,D,,A,,A,2,D,39000,D,,A,0,D,2,D,3,D,,A,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0.0,D,0,0,0,0,0,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,,,,,100,39000.0,D,39000,39000,39000,39000,39000,100,,A,,A,,A,,A,,A,,A,,A,104,2,D,2,D,,A,,A,,A,,,,,,100,,A,2,D,1,2,D
