NEWID,UCC,AMOUNT,IMPNUM,PUB_FLAG,AMOUNT_
05689601,900030,14096,2,1,
05689601,900030,14096,3,1,
05689601,900030,14096,4,1,
05689601,900030,14096,5,1,
05689601,980000,14096,1,1,
05689601,980000,14096,2,1,
05689601,980000,14096,3,1,
05689601,980000,14096,4,1,
05689601,980000,14096,5,1,
05689602,900030,14096,1,1,
05689602,900030,14096,2,1,
05689602,900030,14096,3,1,
05689602,900030,14096,4,1,
05689602,900030,14096,5,1,
05689602,980000,14096,1,1,
05689602,980000,14096,2,1,
05689602,980000,14096,3,1,
05689602,980000,14096,4,1,
05689602,980000,14096,5,1,
05689621,800940,4787,1,1,
05689621,800940,153,2,1,
05689621,800940,1724,3,1,
05689621,800940,1810,4,1,
05689621,800940,497,5,1,
05689621,900000,140942,1,1,
05689621,900000,132717,2,1,
05689621,900000,137175,3,1,
05689621,900000,138040,4,1,
05689621,900000,136448,5,1,
05689621,900160,30287,1,1,
05689621,900160,1,2,1,
05689621,900160,10265,3,1,
05689621,900160,10827,4,1,
05689621,900160,2249,5,1,
05689621,980000,171229,1,1,
05689621,980000,132718,2,1,
05689621,980000,147440,3,1,
05689621,980000,148867,4,1,
05689621,980000,138697,5,1,
05689622,800940,237,1,1,
05689622,800940,2376,2,1,
05689622,800940,236,3,1,
05689622,800940,345,4,1,
05689622,800940,132,5,1,
05689622,900000,140892,1,1,
05689622,900000,142423,2,1,
05689622,900000,142026,3,1,
05689622,900000,143443,4,1,
05689622,900000,141745,5,1,
05689622,900160,546,1,1,
05689622,900160,14528,2,1,
05689622,900160,543,3,1,
05689622,900160,1254,4,1,
05689622,900160,-134,5,1,
05689622,980000,141438,1,1,
05689622,980000,156951,2,1,
05689622,980000,142569,3,1,
05689622,980000,144697,4,1,
05689622,980000,141611,5,1,
05689681,900030,20888,1,1,
05689681,900030,19640,2,1,
05689681,900030,18224,3,1,
05689681,900030,18716,4,1,
05689681,900030,20036,5,1,
05689681,980000,20888,1,1,
05689681,980000,19640,2,1,
05689681,980000,18224,3,1,
05689681,980000,18716,4,1,
05689681,980000,20036,5,1,
05689682,900030,20384,1,1,
05689682,900030,21776,2,1,
05689682,900030,18740,3,1,
05689682,900030,19412,4,1,
05689682,900030,21440,5,1,
05689682,980000,20384,1,1,
05689682,980000,21776,2,1,
05689682,980000,18740,3,1,
05689682,980000,19412,4,1,
05689682,980000,21440,5,1,
05689711,900000,28800,1,1,
05689711,900000,28800,2,1,
05689711,900000,28800,3,1,
05689711,900000,28800,4,1,
05689711,900000,28800,5,1,
05689711,980000,28800,1,1,
05689711,980000,28800,2,1,
05689711,980000,28800,3,1,
05689711,980000,28800,4,1,
05689711,980000,28800,5,1,
05689712,900000,28800,1,1,
05689712,900000,28800,2,1,
05689712,900000,28800,3,1,
05689712,900000,28800,4,1,
05689712,900000,28800,5,1,
05689712,980000,28800,1,1,
05689712,980000,28800,2,1,
05689712,980000,28800,3,1,
05689712,980000,28800,4,1,
05689712,980000,28800,5,1,
05689751,900000,160000,1,1,
05689751,900000,160000,2,1,
05689751,900000,160000,3,1,
05689751,900000,160000,4,1,
05689751,900000,160000,5,1,
05689751,900180,9,1,1,
05689751,900180,620,2,1,
05689751,900180,25,3,1,
05689751,900180,30,4,1,
05689751,900180,13,5,1,
05689751,980000,160009,1,1,
05689751,980000,160620,2,1,
05689751,980000,160025,3,1,
05689751,980000,160030,4,1,
05689751,980000,160013,5,1,
05689752,900000,160000,1,1,
05689752,900000,160000,2,1,
05689752,900000,160000,3,1,
05689752,900000,160000,4,1,
05689752,900000,160000,5,1,
05689752,900180,54,1,1,
05689752,900180,11,2,1,
05689752,900180,126,3,1,
05689752,900180,96,4,1,
05689752,900180,74,5,1,
05689752,980000,160054,1,1,
05689752,980000,160011,2,1,
05689752,980000,160126,3,1,
05689752,980000,160096,4,1,
05689752,980000,160074,5,1,
05689761,900000,55000,1,1,
05689761,900000,55000,2,1,
05689761,900000,55000,3,1,
05689761,900000,55000,4,1,
05689761,900000,55000,5,1,
05689761,980000,55000,1,1,
05689761,980000,55000,2,1,
05689761,980000,55000,3,1,
05689761,980000,55000,4,1,
05689761,980000,55000,5,1,
05689762,900000,55000,1,1,
05689762,900000,55000,2,1,
05689762,900000,55000,3,1,
05689762,900000,55000,4,1,
05689762,900000,55000,5,1,
05689762,980000,55000,1,1,
05689762,980000,55000,2,1,
05689762,980000,55000,3,1,
05689762,980000,55000,4,1,
05689762,980000,55000,5,1,
05689771,900000,108226,1,1,
05689771,900000,105541,2,1,
05689771,900000,131717,3,1,
05689771,900000,133868,4,1,
05689771,900000,109943,5,1,
05689771,900030,15800,1,1,
05689771,900030,15800,2,1,
05689771,900030,15800,3,1,
05689771,900030,15800,4,1,
05689771,900030,15800,5,1,
05689771,980000,124026,1,1,
05689771,980000,121341,2,1,
05689771,980000,147517,3,1,
05689771,980000,149668,4,1,
05689771,980000,125743,5,1,
05689772,900000,144040,1,1,
05689772,900000,113003,2,1,
05689772,900000,131594,3,1,
05689772,900000,131627,4,1,
05689772,900000,122716,5,1,
05689772,900030,15800,1,1,
05689772,900030,15800,2,1,
05689772,900030,15800,3,1,
05689772,900030,15800,4,1,
05689772,900030,15800,5,1,
05689772,980000,159840,1,1,
05689772,980000,128803,2,1,
05689772,980000,147394,3,1,
05689772,980000,147427,4,1,
05689772,980000,138516,5,1,
05689821,900030,37612,1,1,
05689821,900030,37612,2,1,
05689821,900030,37612,3,1,
05689821,900030,37612,4,1,
05689821,900030,37612,5,1,
05689821,900170,11900,1,1,
05689821,900170,11900,2,1,
05689821,900170,11900,3,1,
05689821,900170,11900,4,1,
05689821,900170,11900,5,1,
05689821,900180,5,1,1,
05689821,900180,5,2,1,
05689821,900180,5,3,1,
05689821,900180,5,4,1,
05689821,900180,5,5,1,
05689821,980000,49517,1,1,
05689821,980000,49517,2,1,
05689821,980000,49517,3,1,
05689821,980000,49517,4,1,
05689821,980000,49517,5,1,
05689822,900030,37612,1,1,
05689822,900030,37612,2,1,
05689822,900030,37612,3,1,
05689822,900030,37612,4,1,
05689822,900030,37612,5,1,
05689822,900170,11900,1,1,
05689822,900170,11900,2,1,
05689822,900170,11900,3,1,
05689822,900170,11900,4,1,
05689822,900170,11900,5,1,
05689822,900180,5,1,1,
05689822,900180,5,2,1,
05689822,900180,5,3,1,
05689822,900180,5,4,1,
05689822,900180,5,5,1,
05689822,980000,49517,1,1,
05689822,980000,49517,2,1,
05689822,980000,49517,3,1,
05689822,980000,49517,4,1,
05689822,980000,49517,5,1,
05689831,800940,4131,1,1,
05689831,800940,4131,2,1,
05689831,800940,4131,3,1,
05689831,800940,4131,4,1,
05689831,800940,4131,5,1,
05689831,900000,48000,1,1,
05689831,900000,48000,2,1,
05689831,900000,48000,3,1,
05689831,900000,48000,4,1,
05689831,900000,48000,5,1,
05689831,900160,3000,1,1,
05689831,900160,3000,2,1,
05689831,900160,3000,3,1,
05689831,900160,3000,4,1,
05689831,900160,3000,5,1,
05689831,900180,4,1,1,
05689831,900180,4,2,1,
05689831,900180,4,3,1,
05689831,900180,4,4,1,
05689831,900180,4,5,1,
05689831,980000,51004,1,1,
05689831,980000,51004,2,1,
05689831,980000,51004,3,1,
05689831,980000,51004,4,1,
05689831,980000,51004,5,1,
05689832,800940,4131,1,1,
05689832,800940,4131,2,1,
05689832,800940,4131,3,1,
05689832,800940,4131,4,1,
05689832,800940,4131,5,1,
05689832,900000,48000,1,1,
05689832,900000,48000,2,1,
05689832,900000,48000,3,1,
05689832,900000,48000,4,1,
05689832,900000,48000,5,1,
05689832,900160,3000,1,1,
05689832,900160,3000,2,1,
05689832,900160,3000,3,1,
05689832,900160,3000,4,1,
05689832,900160,3000,5,1,
05689832,900180,4,1,1,
05689832,900180,4,2,1,
05689832,900180,4,3,1,
05689832,900180,4,4,1,
05689832,900180,4,5,1,
05689832,980000,51004,1,1,
05689832,980000,51004,2,1,
05689832,980000,51004,3,1,
05689832,980000,51004,4,1,
05689832,980000,51004,5,1,
05689851,900000,78000,1,1,
05689851,900000,78000,2,1,
05689851,900000,78000,3,1,
05689851,900000,78000,4,1,
05689851,900000,78000,5,1,
05689851,980000,78000,1,1,
05689851,980000,78000,2,1,
05689851,980000,78000,3,1,
05689851,980000,78000,4,1,
05689851,980000,78000,5,1,
05689852,900000,78000,1,1,
05689852,900000,78000,2,1,
05689852,900000,78000,3,1,
05689852,900000,78000,4,1,
05689852,900000,78000,5,1,
05689852,980000,78000,1,1,
05689852,980000,78000,2,1,
05689852,980000,78000,3,1,
05689852,980000,78000,4,1,
05689852,980000,78000,5,1,
05689871,900030,64192,1,1,
05689871,900030,64192,2,1,
05689871,900030,64192,3,1,
05689871,900030,64192,4,1,
05689871,900030,64192,5,1,
05689871,900170,97463,1,1,T
05689871,900170,97463,2,1,T
05689871,900170,97463,3,1,T
05689871,900170,97463,4,1,T
05689871,900170,97463,5,1,T
05689871,980000,161655,1,1,T
05689871,980000,161655,2,1,T
05689871,980000,161655,3,1,T
05689871,980000,161655,4,1,T
05689871,980000,161655,5,1,T
05689872,900030,64192,1,1,
05689872,900030,64192,2,1,
05689872,900030,64192,3,1,
05689872,900030,64192,4,1,
05689872,900030,64192,5,1,
05689872,900170,97463,1,1,T
05689872,900170,97463,2,1,T
05689872,900170,97463,3,1,T
05689872,900170,97463,4,1,T
05689872,900170,97463,5,1,T
05689872,980000,161655,1,1,T
05689872,980000,161655,2,1,T
05689872,980000,161655,3,1,T
05689872,980000,161655,4,1,T
05689872,980000,161655,5,1,T
05689891,900030,85088,1,1,
05689891,900030,49964,2,1,
05689891,900030,66668,3,1,
05689891,900030,67520,4,1,
05689891,900030,60284,5,1,
05689891,980000,85088,1,1,
05689891,980000,49964,2,1,
05689891,980000,66668,3,1,
05689891,980000,67520,4,1,
05689891,980000,60284,5,1,
05689892,900030,53468,1,1,
05689892,900030,56096,2,1,
05689892,900030,54524,3,1,
05689892,900030,58916,4,1,
05689892,900030,81944,5,1,
05689892,980000,53468,1,1,
05689892,980000,56096,2,1,
05689892,980000,54524,3,1,
05689892,980000,58916,4,1,
05689892,980000,81944,5,1,
05689901,900030,1675,1,1,
05689901,900030,1675,2,1,
05689901,900030,1675,3,1,
05689901,900030,1675,4,1,
05689901,900030,1675,5,1,
05689901,980000,1675,1,1,
05689901,980000,1675,2,1,
05689901,980000,1675,3,1,
05689901,980000,1675,4,1,
05689901,980000,1675,5,1,
05689902,900030,1675,1,1,
05689902,900030,1675,2,1,
05689902,900030,1675,3,1,
05689902,900030,1675,4,1,
05689902,900030,1675,5,1,
05689902,980000,1675,1,1,
05689902,980000,1675,2,1,
05689902,980000,1675,3,1,
05689902,980000,1675,4,1,
05689902,980000,1675,5,1,
05689911,900170,60000,1,1,
05689911,900170,60000,2,1,
05689911,900170,60000,3,1,
05689911,900170,60000,4,1,
05689911,900170,60000,5,1,
05689911,980000,60000,1,1,
05689911,980000,60000,2,1,
05689911,980000,60000,3,1,
05689911,980000,60000,4,1,
05689911,980000,60000,5,1,
05689912,900170,60000,1,1,
05689912,900170,60000,2,1,
05689912,900170,60000,3,1,
05689912,900170,60000,4,1,
05689912,900170,60000,5,1,
05689912,980000,60000,1,1,
05689912,980000,60000,2,1,
05689912,980000,60000,3,1,
05689912,980000,60000,4,1,
05689912,980000,60000,5,1,
05689921,800940,17651,1,1,T
05689921,800940,17651,2,1,T
05689921,800940,17651,3,1,T
05689921,800940,17651,4,1,T
05689921,800940,17651,5,1,T
05689921,900000,240000,1,1,
05689921,900000,240000,2,1,
05689921,900000,240000,3,1,
05689921,900000,240000,4,1,
05689921,900000,240000,5,1,
05689921,900160,149584,1,1,T
05689921,900160,149584,2,1,T
05689921,900160,149584,3,1,T
05689921,900160,149584,4,1,T
05689921,900160,149584,5,1,T
05689921,980000,389584,1,1,T
05689921,980000,389584,2,1,T
05689921,980000,389584,3,1,T
05689921,980000,389584,4,1,T
05689921,980000,389584,5,1,T
05689922,800940,17651,1,1,T
05689922,800940,17651,2,1,T
05689922,800940,17651,3,1,T
05689922,800940,17651,4,1,T
05689922,800940,17651,5,1,T
05689922,900000,240000,1,1,
05689922,900000,240000,2,1,
05689922,900000,240000,3,1,
05689922,900000,240000,4,1,
05689922,900000,240000,5,1,
05689922,900160,149584,1,1,T
05689922,900160,149584,2,1,T
05689922,900160,149584,3,1,T
05689922,900160,149584,4,1,T
05689922,900160,149584,5,1,T
05689922,980000,389584,1,1,T
05689922,980000,389584,2,1,T
05689922,980000,389584,3,1,T
05689922,980000,389584,4,1,T
05689922,980000,389584,5,1,T
05690011,800940,17651,1,1,T
05690011,800940,17651,2,1,T
05690011,800940,17651,3,1,T
05690011,800940,17651,4,1,T
05690011,800940,17651,5,1,T
05690011,900000,57728,1,1,
05690011,900000,51901,2,1,
05690011,900000,62421,3,1,
05690011,900000,67626,4,1,
05690011,900000,54273,5,1,
05690011,900160,12380,1,1,
05690011,900160,3,2,1,
05690011,900160,72933,3,1,
05690011,900160,6048,4,1,
05690011,900160,10727,5,1,
05690011,980000,70108,1,1,
05690011,980000,51904,2,1,
05690011,980000,135354,3,1,
05690011,980000,73674,4,1,
05690011,980000,65000,5,1,
05690012,800940,17651,1,1,T
05690012,800940,17651,2,1,T
05690012,800940,17651,3,1,T
05690012,800940,17651,4,1,T
05690012,800940,17651,5,1,T
05690012,900000,53189,1,1,
05690012,900000,56536,2,1,
05690012,900000,55909,3,1,
05690012,900000,58543,4,1,
05690012,900000,58793,5,1,
05690012,900160,3031,1,1,
05690012,900160,56518,2,1,
05690012,900160,7933,3,1,
05690012,900160,84770,4,1,
05690012,900160,1,5,1,
05690012,980000,56220,1,1,
05690012,980000,113054,2,1,
05690012,980000,63842,3,1,
05690012,980000,143313,4,1,
05690012,980000,58794,5,1,
05690041,900000,31000,1,1,
05690041,900000,31000,2,1,
05690041,900000,31000,3,1,
05690041,900000,31000,4,1,
05690041,900000,31000,5,1,
05690041,980000,31000,1,1,
05690041,980000,31000,2,1,
05690041,980000,31000,3,1,
05690041,980000,31000,4,1,
05690041,980000,31000,5,1,
05690042,900000,31000,1,1,
05690042,900000,31000,2,1,
05690042,900000,31000,3,1,
05690042,900000,31000,4,1,
05690042,900000,31000,5,1,
05690042,980000,31000,1,1,
05690042,980000,31000,2,1,
05690042,980000,31000,3,1,
05690042,980000,31000,4,1,
05690042,980000,31000,5,1,
05690051,800940,8033,1,1,
05690051,800940,8033,2,1,
05690051,800940,8033,3,1,
05690051,800940,8033,4,1,
05690051,800940,8033,5,1,
05690051,900000,80800,1,1,
05690051,900000,80800,2,1,
05690051,900000,80800,3,1,
05690051,900000,80800,4,1,
05690051,900000,80800,5,1,
05690051,900160,35000,1,1,
05690051,900160,35000,2,1,
05690051,900160,35000,3,1,
05690051,900160,35000,4,1,
05690051,900160,35000,5,1,
05690051,980000,115800,1,1,
05690051,980000,115800,2,1,
05690051,980000,115800,3,1,
05690051,980000,115800,4,1,
05690051,980000,115800,5,1,
05690052,800940,8033,1,1,
05690052,800940,8033,2,1,
05690052,800940,8033,3,1,
05690052,800940,8033,4,1,
05690052,800940,8033,5,1,
05690052,900000,80800,1,1,
05690052,900000,80800,2,1,
05690052,900000,80800,3,1,
05690052,900000,80800,4,1,
05690052,900000,80800,5,1,
05690052,900160,35000,1,1,
05690052,900160,35000,2,1,
05690052,900160,35000,3,1,
05690052,900160,35000,4,1,
05690052,900160,35000,5,1,
05690052,980000,115800,1,1,
05690052,980000,115800,2,1,
05690052,980000,115800,3,1,
05690052,980000,115800,4,1,
05690052,980000,115800,5,1,
05690071,800940,17651,1,1,T
05690071,800940,17651,2,1,T
05690071,800940,17651,3,1,T
05690071,800940,17651,4,1,T
05690071,800940,17651,5,1,T
05690071,900000,98000,1,1,
05690071,900000,98000,2,1,
05690071,900000,98000,3,1,
05690071,900000,98000,4,1,
05690071,900000,98000,5,1,
05690071,900160,3599,1,1,
05690071,900160,3594,2,1,
05690071,900160,17054,3,1,
05690071,900160,103722,4,1,
05690071,900160,1,5,1,
05690071,900170,2000,1,1,
05690071,900170,2000,2,1,
05690071,900170,2000,3,1,
05690071,900170,2000,4,1,
05690071,900170,2000,5,1,
05690071,980000,103599,1,1,
05690071,980000,103594,2,1,
05690071,980000,117054,3,1,
05690071,980000,203722,4,1,
05690071,980000,100001,5,1,
05690072,800940,17651,1,1,T
05690072,800940,17651,2,1,T
05690072,800940,17651,3,1,T
05690072,800940,17651,4,1,T
05690072,800940,17651,5,1,T
05690072,900000,98000,1,1,
05690072,900000,98000,2,1,
05690072,900000,98000,3,1,
05690072,900000,98000,4,1,
05690072,900000,98000,5,1,
05690072,900160,107253,1,1,
05690072,900160,11494,2,1,
05690072,900160,30250,3,1,
05690072,900160,95,4,1,
05690072,900160,2332,5,1,
05690072,900170,2000,1,1,
05690072,900170,2000,2,1,
05690072,900170,2000,3,1,
05690072,900170,2000,4,1,
05690072,900170,2000,5,1,
05690072,980000,207253,1,1,
05690072,980000,111494,2,1,
05690072,980000,130250,3,1,
05690072,980000,100095,4,1,
05690072,980000,102332,5,1,
05690091,900000,97154,1,1,
05690091,900000,81707,2,1,
05690091,900000,163593,3,1,
05690091,900000,114831,4,1,
05690091,900000,141649,5,1,
05690091,980000,97154,1,1,
05690091,980000,81707,2,1,
05690091,980000,163593,3,1,
05690091,980000,114831,4,1,
05690091,980000,141649,5,1,
05690092,900000,44781,1,1,
05690092,900000,51155,2,1,
05690092,900000,144429,3,1,
05690092,900000,185138,4,1,
05690092,900000,24896,5,1,
05690092,980000,44781,1,1,
05690092,980000,51155,2,1,
05690092,980000,144429,3,1,
05690092,980000,185138,4,1,
05690092,980000,24896,5,1,
05690121,900000,19370,1,1,
05690121,900000,132543,2,1,
05690121,900000,80123,3,1,
05690121,900000,53953,4,1,
05690121,900000,43409,5,1,
05690121,980000,19370,1,1,
05690121,980000,132543,2,1,
05690121,980000,80123,3,1,
05690121,980000,53953,4,1,
05690121,980000,43409,5,1,
05690122,900000,414759,1,1,T
05690122,900000,414759,2,1,T
05690122,900000,414759,3,1,T
05690122,900000,414759,4,1,T
