NEWID,UCC,AMOUNT,AMOUNT_,PUB_FLAG
05734252,980281,100,,1
05734252,980286,100,,1
05734252,980310,100,,1
05734252,980330,100,,1
05734291,800932,9724,,1
05734291,900000,125176,,1
05734291,980000,125176,,1
05734291,980010,4,,1
05734291,980020,59,,1
05734291,980030,2,,1
05734291,980040,2,,1
05734291,980050,1,,1
05734291,980090,100,,1
05734291,980210,100,,1
05734291,980230,100,,1
05734291,980281,100,,1
05734291,980285,100,,1
05734291,980310,100,,1
05734291,980330,100,,1
05734292,800932,9724,,1
05734292,900000,140317,,1
05734292,980000,140317,,1
05734292,980010,4,,1
05734292,980020,59,,1
05734292,980030,2,,1
05734292,980040,2,,1
05734292,980050,1,,1
05734292,980090,100,,1
05734292,980210,100,,1
05734292,980230,100,,1
05734292,980281,100,,1
05734292,980285,100,,1
05734292,980310,100,,1
05734292,980330,100,,1
05734301,900030,76696,,1
05734301,900150,3516,,1
05734301,900170,303,,1
05734301,980000,80515,,1
05734301,980010,5,,1
05734301,980020,88,T,1
05734301,980040,3,,1
05734301,980060,2,,1
05734301,980090,100,,1
05734301,980220,100,,1
05734301,980230,100,,1
05734301,980281,100,,1
05734301,980286,100,,1
05734301,980310,100,,1
05734301,980330,100,,1
05734302,900030,75758,,1
05734302,900150,3516,,1
05734302,900170,303,,1
05734302,980000,79577,,1
05734302,980010,5,,1
05734302,980020,88,T,1
05734302,980040,3,,1
05734302,980060,2,,1
05734302,980090,100,,1
05734302,980220,100,,1
05734302,980230,100,,1
05734302,980281,100,,1
05734302,980286,100,,1
05734302,980310,100,,1
05734302,980330,100,,1
05734321,900000,100000,,1
05734321,980000,100000,,1
05734321,980010,1,,1
05734321,980020,41,,1
05734321,980030,1,,1
05734321,980040,3,,1
05734321,980090,100,,1
05734321,980210,100,,1
05734321,980240,100,,1
05734321,980281,100,,1
05734321,980286,100,,1
05734321,980300,100,,1
05734321,980330,100,,1
05734322,900000,100000,,1
05734322,980000,100000,,1
05734322,980010,1,,1
05734322,980020,41,,1
05734322,980030,1,,1
05734322,980040,3,,1
05734322,980090,100,,1
05734322,980210,100,,1
05734322,980240,100,,1
05734322,980281,100,,1
05734322,980286,100,,1
05734322,980300,100,,1
05734322,980330,100,,1
05734371,900030,52192,,1
05734371,900150,1800,,1
05734371,980000,53992,,1
05734371,980010,2,,1
05734371,980020,73,,1
05734371,980040,2,,1
05734371,980060,1,,1
05734371,980090,100,,1
05734371,980210,100,,1
05734371,980240,100,,1
05734371,980281,100,,1
05734371,980286,100,,1
05734371,980300,100,,1
05734371,980330,100,,1
05734372,900030,52192,,1
05734372,900150,1800,,1
05734372,980000,53992,,1
05734372,980010,2,,1
05734372,980020,73,,1
05734372,980040,2,,1
05734372,980060,1,,1
05734372,980090,100,,1
05734372,980210,100,,1
05734372,980240,100,,1
05734372,980281,100,,1
05734372,980286,100,,1
05734372,980300,100,,1
05734372,980330,100,,1
05734401,900000,76086,,1
05734401,980000,76086,,1
05734401,980010,4,,1
05734401,980020,37,,1
05734401,980030,2,,1
05734401,980040,2,,1
05734401,980050,2,,1
05734401,980090,100,,1
05734401,980220,100,,1
05734401,980230,100,,1
05734401,980281,100,,1
05734401,980286,100,,1
05734401,980300,100,,1
05734401,980330,100,,1
05734402,900000,105282,,1
05734402,980000,105282,,1
05734402,980010,4,,1
05734402,980020,37,,1
05734402,980030,2,,1
05734402,980040,2,,1
05734402,980050,2,,1
05734402,980090,100,,1
05734402,980220,100,,1
05734402,980230,100,,1
05734402,980281,100,,1
05734402,980286,100,,1
05734402,980310,100,,1
05734402,980330,100,,1
05734431,800932,5000,,1
05734431,900000,3600,,1
05734431,900180,70,,1
05734431,980000,3670,,1
05734431,980010,1,,1
05734431,980020,35,,1
05734431,980030,1,,1
05734431,980040,1,,1
05734431,980210,100,,1
05734431,980260,100,,1
05734431,980281,100,,1
05734431,980286,100,,1
05734431,980300,100,,1
05734431,980330,100,,1
05734432,800932,5000,,1
05734432,900000,3600,,1
05734432,900180,197,,1
05734432,980000,3797,,1
05734432,980010,1,,1
05734432,980020,35,,1
05734432,980030,1,,1
05734432,980040,1,,1
05734432,980210,100,,1
05734432,980260,100,,1
05734432,980281,100,,1
05734432,980286,100,,1
05734432,980300,100,,1
05734432,980330,100,,1
05734441,900030,51534,,1
05734441,980000,51534,,1
05734441,980010,2,,1
05734441,980020,83,,1
05734441,980040,1,,1
05734441,980060,2,,1
05734441,980090,100,,1
05734441,980220,100,,1
05734441,980240,100,,1
05734441,980270,100,,1
05734441,980286,100,,1
05734441,980310,100,,1
05734441,980330,100,,1
05734442,900030,49079,,1
05734442,980000,49079,,1
05734442,980010,2,,1
05734442,980020,83,,1
05734442,980040,1,,1
05734442,980060,2,,1
05734442,980090,100,,1
05734442,980220,100,,1
05734442,980240,100,,1
05734442,980270,100,,1
05734442,980286,100,,1
05734442,980310,100,,1
05734442,980330,100,,1
05734451,900090,4803,,1
05734451,900150,4800,,1
05734451,980000,9603,,1
05734451,980010,3,,1
05734451,980020,36,,1
05734451,980050,2,,1
05734451,980220,100,,1
05734451,980260,100,,1
05734451,980281,100,,1
05734451,980286,100,,1
05734451,980300,100,,1
05734452,900090,2094,,1
05734452,900150,4800,,1
05734452,980000,6894,,1
05734452,980010,3,,1
05734452,980020,36,,1
05734452,980050,2,,1
05734452,980220,100,,1
05734452,980260,100,,1
05734452,980281,100,,1
05734452,980286,100,,1
05734452,980300,100,,1
05734491,800932,500,,1
05734491,900000,200290,,1
05734491,980000,200290,,1
05734491,980010,2,,1
05734491,980020,38,,1
05734491,980030,2,,1
05734491,980040,2,,1
05734491,980090,100,,1
05734491,980210,100,,1
05734491,980230,100,,1
05734491,980281,100,,1
05734491,980286,100,,1
05734491,980310,100,,1
05734491,980330,100,,1
05734492,800932,500,,1
05734492,900000,198880,,1
05734492,980000,198880,,1
05734492,980010,2,,1
05734492,980020,38,,1
05734492,980030,2,,1
05734492,980040,2,,1
05734492,980090,100,,1
05734492,980210,100,,1
05734492,980230,100,,1
05734492,980281,100,,1
05734492,980286,100,,1
05734492,980310,100,,1
05734492,980330,100,,1
05734511,900030,17969,,1
05734511,900180,39588,,1
05734511,980000,57557,,1
05734511,980010,2,,1
05734511,980020,66,,1
05734511,980040,2,,1
05734511,980060,2,,1
05734511,980090,100,,1
05734511,980220,100,,1
05734511,980240,100,,1
05734511,980281,100,,1
05734511,980286,100,,1
05734511,980310,100,,1
05734511,980330,100,,1
05734512,900030,17969,,1
05734512,900180,39588,,1
05734512,980000,57557,,1
05734512,980010,2,,1
05734512,980020,66,,1
05734512,980040,2,,1
05734512,980060,2,,1
05734512,980090,100,,1
05734512,980220,100,,1
05734512,980240,100,,1
05734512,980281,100,,1
05734512,980286,100,,1
05734512,980310,100,,1
05734512,980330,100,,1
05734531,800940,17651,T,1
05734531,900000,471424,T,1
05734531,900160,22397,,1
05734531,900180,21881,,1
05734531,980000,515702,T,1
05734531,980010,3,,1
05734531,980020,58,,1
05734531,980030,3,,1
05734531,980040,4,,1
05734531,980090,100,,1
05734531,980220,100,,1
05734531,980240,100,,1
05734531,980281,100,,1
05734531,980286,100,,1
05734531,980310,100,,1
05734531,980330,100,,1
05734532,800940,17651,T,1
05734532,900000,474520,T,1
05734532,900160,16397,,1
05734532,900180,11874,,1
05734532,980000,502791,T,1
05734532,980010,3,,1
05734532,980020,58,,1
05734532,980030,3,,1
05734532,980040,4,,1
05734532,980090,100,,1
05734532,980220,100,,1
05734532,980240,100,,1
05734532,980281,100,,1
05734532,980286,100,,1
05734532,980310,100,,1
05734532,980330,100,,1
05734561,900000,58253,,1
05734561,980000,58253,,1
05734561,980010,2,,1
05734561,980020,70,,1
05734561,980030,1,,1
05734561,980040,3,,1
05734561,980060,2,,1
05734561,980090,100,,1
05734561,980220,100,,1
05734561,980240,100,,1
05734561,980281,100,,1
05734561,980286,100,,1
05734561,980310,100,,1
05734561,980330,100,,1
05734562,900000,61888,,1
05734562,980000,61888,,1
05734562,980010,2,,1
05734562,980020,70,,1
05734562,980030,1,,1
05734562,980040,3,,1
05734562,980060,2,,1
05734562,980090,100,,1
05734562,980220,100,,1
05734562,980240,100,,1
05734562,980281,100,,1
05734562,980286,100,,1
05734562,980310,100,,1
05734562,980330,100,,1
05734571,900000,14325,,1
05734571,900210,112221,T,1
05734571,980000,126546,T,1
05734571,980010,3,,1
05734571,980020,53,,1
05734571,980030,1,,1
05734571,980040,3,,1
05734571,980220,100,,1
05734571,980260,100,,1
05734571,980281,100,,1
05734571,980286,100,,1
05734571,980310,100,,1
05734571,980330,100,,1
05734572,900000,17178,,1
05734572,900210,112221,T,1
05734572,980000,129399,T,1
05734572,980010,3,,1
05734572,980020,53,,1
05734572,980030,1,,1
05734572,980040,3,,1
05734572,980220,100,,1
05734572,980260,100,,1
05734572,980281,100,,1
05734572,980286,100,,1
05734572,980310,100,,1
05734572,980330,100,,1
05734591,900000,170000,,1
05734591,980000,170000,,1
05734591,980010,2,,1
05734591,980020,40,,1
05734591,980030,2,,1
05734591,980040,3,,1
05734591,980090,100,,1
05734591,980210,100,,1
05734591,980230,100,,1
05734591,980281,100,,1
05734591,980286,100,,1
05734591,980310,100,,1
05734591,980330,100,,1
05734592,900000,170000,,1
05734592,980000,170000,,1
05734592,980010,2,,1
05734592,980020,40,,1
05734592,980030,2,,1
05734592,980040,3,,1
05734592,980090,100,,1
05734592,980210,100,,1
05734592,980230,100,,1
05734592,980281,100,,1
05734592,980286,100,,1
05734592,980310,100,,1
05734592,980330,100,,1
05734631,900000,64000,,1
05734631,900180,3,,1
05734631,980000,64003,,1
05734631,980010,1,,1
05734631,980020,29,,1
05734631,980030,1,,1
05734631,980040,1,,1
05734631,980210,100,,1
05734631,980260,100,,1
05734631,980281,100,,1
05734631,980285,100,,1
05734631,980300,100,,1
05734631,980330,100,,1
05734632,900000,64000,,1
05734632,900180,3,,1
05734632,980000,64003,,1
05734632,980010,1,,1
05734632,980020,29,,1
05734632,980030,1,,1
05734632,980040,1,,1
05734632,980210,100,,1
05734632,980260,100,,1
05734632,980281,100,,1
05734632,980285,100,,1
05734632,980300,100,,1
05734632,980330,100,,1
05734651,800932,4800,,1
05734651,900000,62000,,1
05734651,980000,62000,,1
05734651,980010,1,,1
05734651,980020,30,,1
05734651,980030,1,,1
05734651,980040,1,,1
05734651,980090,100,,1
05734651,980210,100,,1
05734651,980230,100,,1
05734651,980281,100,,1
05734651,980286,100,,1
05734651,980310,100,,1
05734651,980330,100,,1
05734652,800932,4800,,1
05734652,900000,62000,,1
05734652,980000,62000,,1
05734652,980010,1,,1
05734652,980020,30,,1
05734652,980030,1,,1
05734652,980040,1,,1
05734652,980090,100,,1
05734652,980210,100,,1
05734652,980230,100,,1
05734652,980281,100,,1
05734652,980286,100,,1
05734652,980310,100,,1
05734652,980330,100,,1
05734671,900000,23400,,1
05734671,900030,24424,,1
05734671,900180,1900,,1
05734671,980000,49724,,1
05734671,980010,2,,1
05734671,980020,70,,1
05734671,980030,1,,1
05734671,980040,1,,1
05734671,980060,2,,1
05734671,980220,100,,1
05734671,980260,100,,1
05734671,980281,100,,1
05734671,980285,100,,1
05734671,980300,100,,1
05734671,980330,100,,1
05734672,900000,23400,,1
05734672,900030,24424,,1
05734672,900180,1900,,1
05734672,980000,49724,,1
05734672,980010,2,,1
05734672,980020,70,,1
05734672,980030,1,,1
05734672,980040,1,,1
05734672,980060,2,,1
05734672,980220,100,,1
05734672,980260,100,,1
05734672,980281,100,,1
05734672,980285,100,,1
05734672,980300,100,,1
05734672,980330,100,,1
05734681,800932,2500,,1
05734681,900000,146000,,1
05734681,980000,146000,,1
05734681,980010,3,,1
05734681,980020,54,,1
05734681,980030,2,,1
05734681,980040,2,,1
05734681,980050,1,,1
05734681,980090,100,,1
05734681,980220,100,,1
05734681,980230,100,,1
05734681,980281,100,,1
05734681,980286,100,,1
05734681,980310,100,,1
05734681,980330,100,,1
05734682,800932,2500,,1
05734682,900000,146000,,1
05734682,980000,146000,,1
05734682,980010,3,,1
05734682,980020,54,,1
05734682,980030,2,,1
05734682,980040,2,,1
05734682,980050,1,,1
05734682,980090,100,,1
05734682,980220,100,,1
05734682,980230,100,,1
05734682,980281,100,,1
05734682,980286,100,,1
05734682,980310,100,,1
05734682,980330,100,,1
05734691,900030,40192,,1
05734691,900170,38400,,1
05734691,980000,78592,,1
05734691,980010,2,,1
05734691,980020,69,,1
05734691,980040,2,,1
05734691,980060,2,,1
05734691,980090,100,,1
05734691,980210,100,,1
05734691,980240,100,,1
05734691,980270,100,,1
05734691,980286,100,,1
05734691,980310,100,,1
05734691,980330,100,,1
05734692,900030,40192,,1
05734692,900170,38400,,1
05734692,980000,78592,,1
05734692,980010,2,,1
05734692,980020,69,,1
05734692,980040,2,,1
05734692,980060,2,,1
05734692,980090,100,,1
05734692,980210,100,,1
05734692,980240,100,,1
05734692,980270,100,,1
05734692,980286,100,,1
05734692,980310,100,,1
05734692,980330,100,,1
05734701,900000,174038,,1
05734701,980000,174038,,1
05734701,980010,5,,1
05734701,980020,48,,1
05734701,980030,2,,1
05734701,980040,3,,1
05734701,980050,3,,1
05734701,980090,100,,1
05734701,980210,100,,1
05734701,980230,100,,1
05734701,980281,100,,1
05734701,980286,100,,1
05734701,980310,100,,1
05734701,980330,100,,1
05734702,900000,176198,,1
05734702,980000,176198,,1
05734702,980010,5,,1
05734702,980020,48,,1
05734702,980030,2,,1
05734702,980040,3,,1
05734702,980050,3,,1
05734702,980090,100,,1
05734702,980210,100,,1
05734702,980230,100,,1
05734702,980281,100,,1
05734702,980286,100,,1
05734702,980310,100,,1
05734702,980330,100,,1
05734711,900030,41810,,1
05734711,900170,17955,,1
05734711,900180,5,,1
05734711,900210,22000,,1
05734711,980000,81770,,1
05734711,980010,3,,1
05734711,980020,88,T,1
05734711,980040,3,,1
05734711,980060,2,,1
05734711,980090,100,,1
05734711,980210,100,,1
05734711,980240,100,,1
05734711,980281,100,,1
05734711,980286,100,,1
05734711,980310,100,,1
05734711,980330,100,,1
05734712,900030,42833,,1
05734712,900170,21802,,1
05734712,900180,26,,1
05734712,900210,22000,,1
05734712,980000,86660,,1
05734712,980010,3,,1
05734712,980020,88,T,1
05734712,980040,3,,1
05734712,980060,2,,1
05734712,980090,100,,1
05734712,980210,100,,1
05734712,980240,100,,1
05734712,980281,100,,1
05734712,980286,100,,1
05734712,980310,100,,1
05734712,980330,100,,1
05734741,900000,70000,,1
05734741,980000,70000,,1
05734741,980010,1,,1
05734741,980020,27,,1
05734741,980030,1,,1
05734741,980040,1,,1
05734741,980220,100,,1
05734741,980260,100,,1
05734741,980282,100,,1
05734741,980286,100,,1
05734741,980310,100,,1
05734741,980330,100,,1
05734742,900000,70000,,1
05734742,980000,70000,,1
05734742,980010,1,,1
05734742,980020,27,,1
05734742,980030,1,,1
05734742,980040,1,,1
05734742,980220,100,,1
05734742,980260,100,,1
05734742,980282,100,,1
05734742,980286,100,,1
05734742,980310,100,,1
05734742,980330,100,,1
05734751,900000,10000,,1
05734751,900030,42038,,1
05734751,900170,500,,1
05734751,980000,52538,,1
05734751,980010,2,,1
05734751,980020,68,,1
05734751,980030,1,,1
05734751,980040,2,,1
05734751,980060,2,,1
05734751,980090,100,,1
05734751,980220,100,,1
05734751,980240,100,,1
05734751,980281,100,,1
05734751,980286,100,,1
05734751,980310,100,,1
05734751,980330,100,,1
05734752,900000,10000,,1
05734752,900030,39959,,1
05734752,900170,500,,1
05734752,980000,50459,,1
05734752,980010,2,,1
05734752,980020,68,,1
05734752,980030,1,,1
05734752,980040,2,,1
05734752,980060,2,,1
05734752,980090,100,,1
05734752,980220,100,,1
05734752,980240,100,,1
05734752,980281,100,,1
05734752,980286,100,,1
05734752,980310,100,,1
05734752,980330,100,,1
05734771,900030,46192,,1
05734771,900180,4327,,1
05734771,900190,104549,T,1
05734771,980000,155068,T,1
05734771,980010,2,,1
05734771,980020,76,,1
05734771,980040,3,,1
05734771,980060,2,,1
05734771,980090,100,,1
05734771,980220,100,,1
05734771,980240,100,,1
05734771,980281,100,,1
05734771,980286,100,,1
05734771,980310,100,,1
05734771,980330,100,,1
05734772,900030,46192,,1
05734772,900180,121512,T,1
05734772,900190,7432,,1
05734772,980000,175135,T,1
05734772,980010,2,,1
05734772,980020,76,,1
05734772,980040,3,,1
05734772,980060,2,,1
05734772,980090,100,,1
05734772,980220,100,,1
05734772,980240,100,,1
05734772,980281,100,,1
05734772,980286,100,,1
05734772,980310,100,,1
05734772,980330,100,,1
05734831,900030,43636,,1
05734831,900170,400,,1
05734831,900180,1286,,1
05734831,980000,45322,,1
05734831,980010,2,,1
05734831,980020,79,,1
05734831,980040,2,,1
05734831,980060,2,,1
05734831,980090,100,,1
05734831,980220,100,,1
05734831,980240,100,,1
05734831,980281,100,,1
05734831,980286,100,,1
05734831,980310,100,,1
05734831,980330,100,,1
05734832,900030,43636,,1
05734832,900170,400,,1
05734832,900180,1270,,1
05734832,980000,45306,,1
05734832,980010,2,,1
05734832,980020,79,,1
05734832,980040,2,,1
05734832,980060,2,,1
05734832,980090,100,,1
05734832,980220,100,,1
05734832,980240,100,,1
05734832,980281,100,,1
05734832,980286,100,,1
05734832,980310,100,,1
05734832,980330,100,,1
05734911,900000,350000,,1
05734911,900210,14531,,1
05734911,980000,364531,,1
05734911,980010,2,,1
05734911,980020,34,,1
05734911,980030,2,,1
05734911,980040,1,,1
05734911,980090,100,,1
05734911,980210,100,,1
05734911,980230,100,,1
05734911,980281,100,,1
05734911,980286,100,,1
05734911,980310,100,,1
05734911,980330,100,,1
05734912,900000,350000,,1
05734912,900210,5835,,1
05734912,980000,355835,,1
05734912,980010,2,,1
05734912,980020,34,,1
05734912,980030,2,,1
05734912,980040,1,,1
05734912,980090,100,,1
05734912,980210,100,,1
05734912,980230,100,,1
05734912,980281,100,,1
05734912,980286,100,,1
05734912,980310,100,,1
05734912,980330,100,,1
05734941,800940,17651,T,1
05734941,900000,33381,,1
05734941,900160,60918,,1
05734941,900180,12608,,1
05734941,980000,106908,,1
05734941,980010,2,,1
05734941,980020,67,,1
05734941,980030,1,,1
05734941,980040,8,,1
05734941,980060,1,,1
05734941,980090,100,,1
05734941,980210,100,,1
05734941,980240,100,,1
05734941,980281,100,,1
05734941,980286,100,,1
05734941,980310,100,,1
05734941,980330,100,,1
05734942,800940,4608,,1
05734942,900000,32357,,1
05734942,900160,13938,,1
05734942,900180,13471,,1
05734942,980000,59767,,1
05734942,980010,2,,1
05734942,980020,67,,1
05734942,980030,1,,1
05734942,980040,8,,1
05734942,980060,1,,1
05734942,980090,100,,1
05734942,980210,100,,1
05734942,980240,100,,1
05734942,980281,100,,1
05734942,980286,100,,1
05734942,980310,100,,1
05734942,980330,100,,1
05734961,800932,5000,,1
05734961,900000,177000,,1
05734961,900090,7536,,1
05734961,900190,38400,,1
05734961,980000,222936,,1
05734961,980010,4,,1
05734961,980020,63,,1
05734961,980030,1,,1
05734961,980040,4,,1
05734961,980050,1,,1
05734961,980090,100,,1
05734961,980210,100,,1
05734961,980230,100,,1
05734961,980281,100,,1
05734961,980286,100,,1
05734961,980310,100,,1
05734961,980330,100,,1
05734962,800932,5000,,1
05734962,900000,177000,,1
05734962,900090,7536,,1
05734962,900190,38400,,1
05734962,980000,222936,,1
05734962,980010,4,,1
05734962,980020,63,,1
05734962,980030,1,,1
05734962,980040,4,,1
05734962,980050,1,,1
05734962,980090,100,,1
05734962,980210,100,,1
05734962,980230,100,,1
05734962,980281,100,,1
05734962,980286,100,,1
05734962,980310,100,,1
05734962,980330,100,,1
05734971,900000,52000,,1
05734971,900150,1732,,1
05734971,900180,55000,,1
05734971,980000,108732,,1
05734971,980010,7,,1
05734971,980020,18,,1
05734971,980030,3,,1
05734971,980040,3,,1
05734971,980050,4,,1
05734971,980210,100,,1
05734971,980260,100,,1
05734971,980281,100,,1
05734971,980285,100,,1
05734971,980300,100,,1
05734971,980330,100,,1
05734972,900000,52000,,1
05734972,900150,1732,,1
05734972,900180,55000,,1
05734972,980000,108732,,1
05734972,980010,7,,1
05734972,980020,18,,1
05734972,980030,3,,1
05734972,980040,3,,1
05734972,980050,4,,1
05734972,980210,100,,1
05734972,980260,100,,1
05734972,980281,100,,1
05734972,980285,100,,1
05734972,980300,100,,1
05734972,980330,100,,1
05734981,800940,3489,,1
05734981,900000,64608,,1
05734981,900160,8000,,1
05734981,980000,72608,,1
05734981,980010,2,,1
05734981,980020,53,,1
05734981,980030,2,,1
05734981,980040,2,,1
05734981,980090,100,,1
05734981,980210,100,,1
05734981,980230,100,,1
05734981,980281,100,,1
05734981,980285,100,,1
05734981,980290,100,,1
05734981,980330,100,,1
05734982,800940,3320,,1
05734982,900000,62398,,1
05734982,900160,8000,,1
05734982,980000,70398,,1
05734982,980010,2,,1
05734982,980020,53,,1
05734982,980030,2,,1
05734982,980040,2,,1
05734982,980090,100,,1
05734982,980210,100,,1
05734982,980230,100,,1
05734982,980281,100,,1
05734982,980285,100,,1
05734982,980290,100,,1
05734982,980330,100,,1
05735001,900000,70000,,1
05735001,980000,70000,,1
05735001,980010,3,,1
05735001,980020,33,,1
05735001,980030,1,,1
05735001,980040,1,,1
05735001,980050,2,,1
05735001,980090,100,,1
05735001,980220,100,,1
05735001,980230,100,,1
05735001,980281,100,,1
05735001,980286,100,,1
05735001,980310,100,,1
05735001,980330,100,,1
05735002,900000,70000,,1
05735002,980000,70000,,1
05735002,980010,3,,1
05735002,980020,33,,1
05735002,980030,1,,1
05735002,980040,1,,1
05735002,980050,2,,1
05735002,980090,100,,1
05735002,980220,100,,1
05735002,980230,100,,1
05735002,980281,100,,1
05735002,980286,100,,1
05735002,980310,100,,1
05735002,980330,100,,1
05735021,900030,29696,,1
05735021,900140,1312,,1
05735021,900180,40,,1
05735021,900190,25200,,1
05735021,980000,56248,,1
05735021,980010,1,,1
05735021,980020,79,,1
05735021,980040,1,,1
05735021,980060,1,,1
05735021,980090,100,,1
05735021,980220,100,,1
05735021,980240,100,,1
05735021,980281,100,,1
05735021,980286,100,,1
05735021,980310,100,,1
05735021,980330,100,,1
05735022,900030,29696,,1
05735022,900140,1312,,1
05735022,900180,40,,1
05735022,900190,25200,,1
05735022,980000,56248,,1
05735022,980010,1,,1
05735022,980020,79,,1
05735022,980040,1,,1
05735022,980060,1,,1
05735022,980090,100,,1
05735022,980220,100,,1
05735022,980240,100,,1
05735022,980281,100,,1
05735022,980286,100,,1
05735022,980310,100,,1
05735022,980330,100,,1
05735051,900000,712542,T,1
05735051,980000,712542,T,1
05735051,980010,2,,1
05735051,980020,55,,1
05735051,980030,2,,1
05735051,980040,3,,1
05735051,980090,100,,1
05735051,980210,100,,1
05735051,980240,100,,1
05735051,980281,100,,1
05735051,980286,100,,1
05735051,980310,100,,1
05735051,980330,100,,1
05735052,900000,515342,T,1
05735052,980000,515342,T,1
05735052,980010,2,,1
05735052,980020,55,,1
05735052,980030,2,,1
05735052,980040,3,,1
05735052,980090,100,,1
05735052,980210,100,,1
05735052,980240,100,,1
05735052,980281,100,,1
05735052,980286,100,,1
05735052,980310,100,,1
05735052,980330,100,,1
05735081,900000,100000,,1
05735081,980000,100000,,1
05735081,980010,2,,1
05735081,980020,24,,1
05735081,980030,2,,1
05735081,980040,2,,1
05735081,980210,100,,1
05735081,980260,100,,1
05735081,980281,100,,1
05735081,980286,100,,1
05735081,980310,100,,1
05735081,980330,100,,1
05735082,900000,100000,,1
05735082,980000,100000,,1
05735082,980010,2,,1
05735082,980020,24,,1
05735082,980030,2,,1
05735082,980040,2,,1
05735082,980210,100,,1
05735082,980260,100,,1
05735082,980281,100,,1
05735082,980286,100,,1
05735082,980310,100,,1
05735082,980330,100,,1
05735141,900000,85000,,1
05735141,980000,85000,,1
05735141,980010,4,,1
05735141,980020,55,,1
05735141,980030,2,,1
05735141,980040,2,,1
05735141,980050,1,,1
05735141,980090,100,,1
05735141,980210,100,,1
05735141,980230,100,,1
05735141,980281,100,,1
05735141,980285,100,,1
05735141,980300,100,,1
05735141,980330,100,,1
05735142,900000,85000,,1
05735142,980000,85000,,1
05735142,980010,4,,1
05735142,980020,55,,1
05735142,980030,2,,1
05735142,980040,2,,1
05735142,980050,1,,1
05735142,980090,100,,1
05735142,980210,100,,1
05735142,980230,100,,1
05735142,980281,100,,1
05735142,980285,100,,1
05735142,980300,100,,1
05735142,980330,100,,1
05735161,900160,-10000,,1
05735161,980000,-10000,,1
05735161,980010,1,,1
05735161,980020,58,,1
05735161,980030,1,,1
05735161,980220,100,,1
05735161,980260,100,,1
05735161,980270,100,,1
05735161,980286,100,,1
05735161,980310,100,,1
05735162,900160,-10000,,1
05735162,980000,-10000,,1
05735162,980010,1,,1
05735162,980020,58,,1
05735162,980030,1,,1
05735162,980220,100,,1
05735162,980260,100,,1
05735162,980282,100,,1
05735162,980286,100,,1
05735162,980310,100,,1
05735191,800932,1000,,1
05735191,900000,40000,,1
05735191,980000,40000,,1
05735191,980010,1,,1
05735191,980020,63,,1
05735191,980030,1,,1
05735191,980040,1,,1
05735191,980210,100,,1
05735191,980260,100,,1
05735191,980270,100,,1
05735191,980286,100,,1
05735191,980310,100,,1
05735191,980330,100,,1
05735192,800932,1000,,1
05735192,900000,40000,,1
05735192,980000,40000,,1
05735192,980010,1,,1
05735192,980020,63,,1
05735192,980030,1,,1
05735192,980040,1,,1
05735192,980210,100,,1
05735192,980260,100,,1
05735192,980270,100,,1
05735192,980286,100,,1
05735192,980310,100,,1
05735192,980330,100,,1
05735201,800932,3000,,1
05735201,800940,10404,,1
05735201,900000,118000,,1
05735201,900160,30000,,1
05735201,980000,148000,,1
05735201,980010,3,,1
05735201,980020,31,,1
05735201,980030,2,,1
05735201,980040,2,,1
05735201,980050,1,,1
