NEWID,UCC,AMOUNT,IMPNUM,PUB_FLAG,AMOUNT_
05734432,980000,3609,2,1,
05734432,980000,3698,3,1,
05734432,980000,3726,4,1,
05734432,980000,4309,5,1,
05734441,900030,44128,1,1,
05734441,900030,42088,2,1,
05734441,900030,51400,3,1,
05734441,900030,84244,4,1,
05734441,900030,35812,5,1,
05734441,980000,44128,1,1,
05734441,980000,42088,2,1,
05734441,980000,51400,3,1,
05734441,980000,84244,4,1,
05734441,980000,35812,5,1,
05734442,900030,31408,1,1,
05734442,900030,68356,2,1,
05734442,900030,46204,3,1,
05734442,900030,47296,4,1,
05734442,900030,52132,5,1,
05734442,980000,31408,1,1,
05734442,980000,68356,2,1,
05734442,980000,46204,3,1,
05734442,980000,47296,4,1,
05734442,980000,52132,5,1,
05734451,900090,916,1,1,
05734451,900090,20471,2,1,
05734451,900090,949,3,1,
05734451,900090,412,4,1,
05734451,900090,1266,5,1,
05734451,900150,4800,1,1,
05734451,900150,4800,2,1,
05734451,900150,4800,3,1,
05734451,900150,4800,4,1,
05734451,900150,4800,5,1,
05734451,980000,5716,1,1,
05734451,980000,25271,2,1,
05734451,980000,5749,3,1,
05734451,980000,5212,4,1,
05734451,980000,6066,5,1,
05734452,900090,2377,1,1,
05734452,900090,2318,2,1,
05734452,900090,891,3,1,
05734452,900090,3778,4,1,
05734452,900090,1106,5,1,
05734452,900150,4800,1,1,
05734452,900150,4800,2,1,
05734452,900150,4800,3,1,
05734452,900150,4800,4,1,
05734452,900150,4800,5,1,
05734452,980000,7177,1,1,
05734452,980000,7118,2,1,
05734452,980000,5691,3,1,
05734452,980000,8578,4,1,
05734452,980000,5906,5,1,
05734491,900000,196281,1,1,
05734491,900000,203715,2,1,
05734491,900000,208042,3,1,
05734491,900000,192160,4,1,
05734491,900000,201254,5,1,
05734491,980000,196281,1,1,
05734491,980000,203715,2,1,
05734491,980000,208042,3,1,
05734491,980000,192160,4,1,
05734491,980000,201254,5,1,
05734492,900000,199208,1,1,
05734492,900000,202263,2,1,
05734492,900000,195687,3,1,
05734492,900000,203920,4,1,
05734492,900000,193322,5,1,
05734492,980000,199208,1,1,
05734492,980000,202263,2,1,
05734492,980000,195687,3,1,
05734492,980000,203920,4,1,
05734492,980000,193322,5,1,
05734511,900030,17969,1,1,
05734511,900030,17969,2,1,
05734511,900030,17969,3,1,
05734511,900030,17969,4,1,
05734511,900030,17969,5,1,
05734511,900180,39588,1,1,
05734511,900180,39588,2,1,
05734511,900180,39588,3,1,
05734511,900180,39588,4,1,
05734511,900180,39588,5,1,
05734511,980000,57557,1,1,
05734511,980000,57557,2,1,
05734511,980000,57557,3,1,
05734511,980000,57557,4,1,
05734511,980000,57557,5,1,
05734512,900030,17969,1,1,
05734512,900030,17969,2,1,
05734512,900030,17969,3,1,
05734512,900030,17969,4,1,
05734512,900030,17969,5,1,
05734512,900180,39588,1,1,
05734512,900180,39588,2,1,
05734512,900180,39588,3,1,
05734512,900180,39588,4,1,
05734512,900180,39588,5,1,
05734512,980000,57557,1,1,
05734512,980000,57557,2,1,
05734512,980000,57557,3,1,
05734512,980000,57557,4,1,
05734512,980000,57557,5,1,
05734531,800940,17651,1,1,T
05734531,800940,17651,2,1,T
05734531,800940,17651,3,1,T
05734531,800940,17651,4,1,T
05734531,800940,17651,5,1,T
05734531,900000,471424,1,1,T
05734531,900000,471424,2,1,T
05734531,900000,471424,3,1,T
05734531,900000,471424,4,1,T
05734531,900000,471424,5,1,T
05734531,900160,39081,1,1,
05734531,900160,1,2,1,
05734531,900160,48923,3,1,
05734531,900160,243,4,1,
05734531,900160,23737,5,1,
05734531,900180,967,1,1,
05734531,900180,28362,2,1,
05734531,900180,68767,3,1,
05734531,900180,10728,4,1,
05734531,900180,583,5,1,
05734531,980000,515702,1,1,T
05734531,980000,515702,2,1,T
05734531,980000,515702,3,1,T
05734531,980000,515702,4,1,T
05734531,980000,515702,5,1,T
05734532,800940,17651,1,1,T
05734532,800940,17651,2,1,T
05734532,800940,17651,3,1,T
05734532,800940,17651,4,1,T
05734532,800940,17651,5,1,T
05734532,900000,474520,1,1,T
05734532,900000,474520,2,1,T
05734532,900000,474520,3,1,T
05734532,900000,474520,4,1,T
05734532,900000,474520,5,1,T
05734532,900160,59856,1,1,
05734532,900160,1,2,1,
05734532,900160,19561,3,1,
05734532,900160,105,4,1,
05734532,900160,2463,5,1,
05734532,900180,28586,1,1,
05734532,900180,3164,2,1,
05734532,900180,19699,3,1,
05734532,900180,5877,4,1,
05734532,900180,2046,5,1,
05734532,980000,502791,1,1,T
05734532,980000,502791,2,1,T
05734532,980000,502791,3,1,T
05734532,980000,502791,4,1,T
05734532,980000,502791,5,1,T
05734561,900000,57484,1,1,
05734561,900000,58503,2,1,
05734561,900000,67207,3,1,
05734561,900000,50224,4,1,
05734561,900000,57847,5,1,
05734561,980000,57484,1,1,
05734561,980000,58503,2,1,
05734561,980000,67207,3,1,
05734561,980000,50224,4,1,
05734561,980000,57847,5,1,
05734562,900000,65299,1,1,
05734562,900000,65765,2,1,
05734562,900000,59363,3,1,
05734562,900000,67006,4,1,
05734562,900000,52007,5,1,
05734562,980000,65299,1,1,
05734562,980000,65765,2,1,
05734562,980000,59363,3,1,
05734562,980000,67006,4,1,
05734562,980000,52007,5,1,
05734571,900000,3378,1,1,
05734571,900000,52480,2,1,
05734571,900000,10179,3,1,
05734571,900000,1678,4,1,
05734571,900000,3912,5,1,
05734571,900210,112221,1,1,T
05734571,900210,112221,2,1,T
05734571,900210,112221,3,1,T
05734571,900210,112221,4,1,T
05734571,900210,112221,5,1,T
05734571,980000,126546,1,1,T
05734571,980000,126546,2,1,T
05734571,980000,126546,3,1,T
05734571,980000,126546,4,1,T
05734571,980000,126546,5,1,T
05734572,900000,47000,1,1,
05734572,900000,2413,2,1,
05734572,900000,12001,3,1,
05734572,900000,4028,4,1,
05734572,900000,20448,5,1,
05734572,900210,112221,1,1,T
05734572,900210,112221,2,1,T
05734572,900210,112221,3,1,T
05734572,900210,112221,4,1,T
05734572,900210,112221,5,1,T
05734572,980000,129399,1,1,T
05734572,980000,129399,2,1,T
05734572,980000,129399,3,1,T
05734572,980000,129399,4,1,T
05734572,980000,129399,5,1,T
05734591,900000,170000,1,1,
05734591,900000,170000,2,1,
05734591,900000,170000,3,1,
05734591,900000,170000,4,1,
05734591,900000,170000,5,1,
05734591,980000,170000,1,1,
05734591,980000,170000,2,1,
05734591,980000,170000,3,1,
05734591,980000,170000,4,1,
05734591,980000,170000,5,1,
05734592,900000,170000,1,1,
05734592,900000,170000,2,1,
05734592,900000,170000,3,1,
05734592,900000,170000,4,1,
05734592,900000,170000,5,1,
05734592,980000,170000,1,1,
05734592,980000,170000,2,1,
05734592,980000,170000,3,1,
05734592,980000,170000,4,1,
05734592,980000,170000,5,1,
05734631,900000,64000,1,1,
05734631,900000,64000,2,1,
05734631,900000,64000,3,1,
05734631,900000,64000,4,1,
05734631,900000,64000,5,1,
05734631,900180,3,1,1,
05734631,900180,3,2,1,
05734631,900180,3,3,1,
05734631,900180,3,4,1,
05734631,900180,3,5,1,
05734631,980000,64003,1,1,
05734631,980000,64003,2,1,
05734631,980000,64003,3,1,
05734631,980000,64003,4,1,
05734631,980000,64003,5,1,
05734632,900000,64000,1,1,
05734632,900000,64000,2,1,
05734632,900000,64000,3,1,
05734632,900000,64000,4,1,
05734632,900000,64000,5,1,
05734632,900180,3,1,1,
05734632,900180,3,2,1,
05734632,900180,3,3,1,
05734632,900180,3,4,1,
05734632,900180,3,5,1,
05734632,980000,64003,1,1,
05734632,980000,64003,2,1,
05734632,980000,64003,3,1,
05734632,980000,64003,4,1,
05734632,980000,64003,5,1,
05734651,900000,62000,1,1,
05734651,900000,62000,2,1,
05734651,900000,62000,3,1,
05734651,900000,62000,4,1,
05734651,900000,62000,5,1,
05734651,980000,62000,1,1,
05734651,980000,62000,2,1,
05734651,980000,62000,3,1,
05734651,980000,62000,4,1,
05734651,980000,62000,5,1,
05734652,900000,62000,1,1,
05734652,900000,62000,2,1,
05734652,900000,62000,3,1,
05734652,900000,62000,4,1,
05734652,900000,62000,5,1,
05734652,980000,62000,1,1,
05734652,980000,62000,2,1,
05734652,980000,62000,3,1,
05734652,980000,62000,4,1,
05734652,980000,62000,5,1,
05734671,900000,23400,1,1,
05734671,900000,23400,2,1,
05734671,900000,23400,3,1,
05734671,900000,23400,4,1,
05734671,900000,23400,5,1,
05734671,900030,24424,1,1,
05734671,900030,24424,2,1,
05734671,900030,24424,3,1,
05734671,900030,24424,4,1,
05734671,900030,24424,5,1,
05734671,900180,1900,1,1,
05734671,900180,1900,2,1,
05734671,900180,1900,3,1,
05734671,900180,1900,4,1,
05734671,900180,1900,5,1,
05734671,980000,49724,1,1,
05734671,980000,49724,2,1,
05734671,980000,49724,3,1,
05734671,980000,49724,4,1,
05734671,980000,49724,5,1,
05734672,900000,23400,1,1,
05734672,900000,23400,2,1,
05734672,900000,23400,3,1,
05734672,900000,23400,4,1,
05734672,900000,23400,5,1,
05734672,900030,24424,1,1,
05734672,900030,24424,2,1,
05734672,900030,24424,3,1,
05734672,900030,24424,4,1,
05734672,900030,24424,5,1,
05734672,900180,1900,1,1,
05734672,900180,1900,2,1,
05734672,900180,1900,3,1,
05734672,900180,1900,4,1,
05734672,900180,1900,5,1,
05734672,980000,49724,1,1,
05734672,980000,49724,2,1,
05734672,980000,49724,3,1,
05734672,980000,49724,4,1,
05734672,980000,49724,5,1,
05734681,900000,146000,1,1,
05734681,900000,146000,2,1,
05734681,900000,146000,3,1,
05734681,900000,146000,4,1,
05734681,900000,146000,5,1,
05734681,980000,146000,1,1,
05734681,980000,146000,2,1,
05734681,980000,146000,3,1,
05734681,980000,146000,4,1,
05734681,980000,146000,5,1,
05734682,900000,146000,1,1,
05734682,900000,146000,2,1,
05734682,900000,146000,3,1,
05734682,900000,146000,4,1,
05734682,900000,146000,5,1,
05734682,980000,146000,1,1,
05734682,980000,146000,2,1,
05734682,980000,146000,3,1,
05734682,980000,146000,4,1,
05734682,980000,146000,5,1,
05734691,900030,40192,1,1,
05734691,900030,40192,2,1,
05734691,900030,40192,3,1,
05734691,900030,40192,4,1,
05734691,900030,40192,5,1,
05734691,900170,38400,1,1,
05734691,900170,38400,2,1,
05734691,900170,38400,3,1,
05734691,900170,38400,4,1,
05734691,900170,38400,5,1,
05734691,980000,78592,1,1,
05734691,980000,78592,2,1,
05734691,980000,78592,3,1,
05734691,980000,78592,4,1,
05734691,980000,78592,5,1,
05734692,900030,40192,1,1,
05734692,900030,40192,2,1,
05734692,900030,40192,3,1,
05734692,900030,40192,4,1,
05734692,900030,40192,5,1,
05734692,900170,38400,1,1,
05734692,900170,38400,2,1,
05734692,900170,38400,3,1,
05734692,900170,38400,4,1,
05734692,900170,38400,5,1,
05734692,980000,78592,1,1,
05734692,980000,78592,2,1,
05734692,980000,78592,3,1,
05734692,980000,78592,4,1,
05734692,980000,78592,5,1,
05734701,900000,314156,1,1,
05734701,900000,161342,2,1,
05734701,900000,125715,3,1,
05734701,900000,115266,4,1,
05734701,900000,153710,5,1,
05734701,980000,314156,1,1,
05734701,980000,161342,2,1,
05734701,980000,125715,3,1,
05734701,980000,115266,4,1,
05734701,980000,153710,5,1,
05734702,900000,185090,1,1,
05734702,900000,290936,2,1,
05734702,900000,119875,3,1,
05734702,900000,170450,4,1,
05734702,900000,114639,5,1,
05734702,980000,185090,1,1,
05734702,980000,290936,2,1,
05734702,980000,119875,3,1,
05734702,980000,170450,4,1,
05734702,980000,114639,5,1,
05734711,900030,52212,1,1,
05734711,900030,41172,2,1,
05734711,900030,46668,3,1,
05734711,900030,29760,4,1,
05734711,900030,39240,5,1,
05734711,900170,38450,1,1,
05734711,900170,32761,2,1,
05734711,900170,15951,3,1,
05734711,900170,2111,4,1,
05734711,900170,501,5,1,
05734711,900180,5,1,1,
05734711,900180,13,2,1,
05734711,900180,6,3,1,
05734711,900180,1,4,1,
05734711,900180,1,5,1,
05734711,900210,22000,1,1,
05734711,900210,22000,2,1,
05734711,900210,22000,3,1,
05734711,900210,22000,4,1,
05734711,900210,22000,5,1,
05734711,980000,112667,1,1,
05734711,980000,95946,2,1,
05734711,980000,84625,3,1,
05734711,980000,53872,4,1,
05734711,980000,61742,5,1,
05734712,900030,40752,1,1,
05734712,900030,39984,2,1,
05734712,900030,47388,3,1,
05734712,900030,39468,4,1,
05734712,900030,46572,5,1,
05734712,900170,38246,1,1,
05734712,900170,2280,2,1,
05734712,900170,63710,3,1,
05734712,900170,3674,4,1,
05734712,900170,1098,5,1,
05734712,900180,4,1,1,
05734712,900180,20,2,1,
05734712,900180,104,3,1,
05734712,900180,1,4,1,
05734712,900180,1,5,1,
05734712,900210,22000,1,1,
05734712,900210,22000,2,1,
05734712,900210,22000,3,1,
05734712,900210,22000,4,1,
05734712,900210,22000,5,1,
05734712,980000,101002,1,1,
05734712,980000,64284,2,1,
05734712,980000,133202,3,1,
05734712,980000,65143,4,1,
05734712,980000,69671,5,1,
05734741,900000,70000,1,1,
05734741,900000,70000,2,1,
05734741,900000,70000,3,1,
05734741,900000,70000,4,1,
05734741,900000,70000,5,1,
05734741,980000,70000,1,1,
05734741,980000,70000,2,1,
05734741,980000,70000,3,1,
05734741,980000,70000,4,1,
05734741,980000,70000,5,1,
05734742,900000,70000,1,1,
05734742,900000,70000,2,1,
05734742,900000,70000,3,1,
05734742,900000,70000,4,1,
05734742,900000,70000,5,1,
05734742,980000,70000,1,1,
05734742,980000,70000,2,1,
05734742,980000,70000,3,1,
05734742,980000,70000,4,1,
05734742,980000,70000,5,1,
05734751,900000,10000,1,1,
05734751,900000,10000,2,1,
05734751,900000,10000,3,1,
05734751,900000,10000,4,1,
05734751,900000,10000,5,1,
05734751,900030,40564,1,1,
05734751,900030,42628,2,1,
05734751,900030,42604,3,1,
05734751,900030,40876,4,1,
05734751,900030,43516,5,1,
05734751,900170,500,1,1,
05734751,900170,500,2,1,
05734751,900170,500,3,1,
05734751,900170,500,4,1,
05734751,900170,500,5,1,
05734751,980000,51064,1,1,
05734751,980000,53128,2,1,
05734751,980000,53104,3,1,
05734751,980000,51376,4,1,
05734751,980000,54016,5,1,
05734752,900000,10000,1,1,
05734752,900000,10000,2,1,
05734752,900000,10000,3,1,
05734752,900000,10000,4,1,
05734752,900000,10000,5,1,
05734752,900030,39784,1,1,
05734752,900030,40708,2,1,
05734752,900030,39196,3,1,
05734752,900030,39940,4,1,
05734752,900030,40168,5,1,
05734752,900170,500,1,1,
05734752,900170,500,2,1,
05734752,900170,500,3,1,
05734752,900170,500,4,1,
05734752,900170,500,5,1,
05734752,980000,50284,1,1,
05734752,980000,51208,2,1,
05734752,980000,49696,3,1,
05734752,980000,50440,4,1,
05734752,980000,50668,5,1,
05734771,900030,46192,1,1,
05734771,900030,46192,2,1,
05734771,900030,46192,3,1,
05734771,900030,46192,4,1,
05734771,900030,46192,5,1,
05734771,900180,3141,1,1,
05734771,900180,16373,2,1,
05734771,900180,1,3,1,
05734771,900180,2115,4,1,
05734771,900180,5,5,1,
05734771,900190,104549,1,1,T
05734771,900190,104549,2,1,T
05734771,900190,104549,3,1,T
05734771,900190,104549,4,1,T
05734771,900190,104549,5,1,T
05734771,980000,155068,1,1,T
05734771,980000,155068,2,1,T
05734771,980000,155068,3,1,T
05734771,980000,155068,4,1,T
05734771,980000,155068,5,1,T
05734772,900030,46192,1,1,
05734772,900030,46192,2,1,
05734772,900030,46192,3,1,
05734772,900030,46192,4,1,
05734772,900030,46192,5,1,
05734772,900180,121512,1,1,T
05734772,900180,121512,2,1,T
05734772,900180,121512,3,1,T
05734772,900180,121512,4,1,T
05734772,900180,121512,5,1,T
05734772,900190,1741,1,1,
05734772,900190,7411,2,1,
05734772,900190,14603,3,1,
05734772,900190,13403,4,1,
05734772,900190,1,5,1,
05734772,980000,175135,1,1,T
05734772,980000,175135,2,1,T
05734772,980000,175135,3,1,T
05734772,980000,175135,4,1,T
05734772,980000,175135,5,1,T
05734831,900030,43636,1,1,
05734831,900030,43636,2,1,
05734831,900030,43636,3,1,
05734831,900030,43636,4,1,
05734831,900030,43636,5,1,
05734831,900170,400,1,1,
05734831,900170,400,2,1,
05734831,900170,400,3,1,
05734831,900170,400,4,1,
05734831,900170,400,5,1,
05734831,900180,1671,1,1,
05734831,900180,1239,2,1,
05734831,900180,1269,3,1,
05734831,900180,1176,4,1,
05734831,900180,1074,5,1,
05734831,980000,45707,1,1,
05734831,980000,45275,2,1,
05734831,980000,45305,3,1,
05734831,980000,45212,4,1,
05734831,980000,45110,5,1,
05734832,900030,43636,1,1,
05734832,900030,43636,2,1,
05734832,900030,43636,3,1,
05734832,900030,43636,4,1,
05734832,900030,43636,5,1,
05734832,900170,400,1,1,
05734832,900170,400,2,1,
05734832,900170,400,3,1,
05734832,900170,400,4,1,
05734832,900170,400,5,1,
05734832,900180,1122,1,1,
05734832,900180,1674,2,1,
05734832,900180,1064,3,1,
05734832,900180,1309,4,1,
05734832,900180,1180,5,1,
05734832,980000,45158,1,1,
05734832,980000,45710,2,1,
05734832,980000,45100,3,1,
05734832,980000,45345,4,1,
05734832,980000,45216,5,1,
05734911,900000,350000,1,1,
05734911,900000,350000,2,1,
05734911,900000,350000,3,1,
05734911,900000,350000,4,1,
05734911,900000,350000,5,1,
05734911,900210,30657,1,1,
05734911,900210,1907,2,1,
05734911,900210,14166,3,1,
05734911,900210,358,4,1,
05734911,900210,25565,5,1,
05734911,980000,380657,1,1,
05734911,980000,351907,2,1,
05734911,980000,364166,3,1,
05734911,980000,350358,4,1,
05734911,980000,375565,5,1,
05734912,900000,350000,1,1,
05734912,900000,350000,2,1,
05734912,900000,350000,3,1,
05734912,900000,350000,4,1,
05734912,900000,350000,5,1,
05734912,900210,9695,1,1,
05734912,900210,586,2,1,
05734912,900210,12092,3,1,
05734912,900210,1389,4,1,
05734912,900210,5413,5,1,
05734912,980000,359695,1,1,
05734912,980000,350586,2,1,
05734912,980000,362092,3,1,
05734912,980000,351389,4,1,
05734912,980000,355413,5,1,
05734941,800940,17651,1,1,T
05734941,800940,17651,2,1,T
05734941,800940,17651,3,1,T
05734941,800940,17651,4,1,T
05734941,800940,17651,5,1,T
05734941,900000,32629,1,1,
05734941,900000,31954,2,1,
05734941,900000,31456,3,1,
05734941,900000,32700,4,1,
05734941,900000,38168,5,1,
05734941,900160,91588,1,1,
05734941,900160,174869,2,1,
05734941,900160,30536,3,1,
05734941,900160,1272,4,1,
05734941,900160,6327,5,1,
05734941,900180,11610,1,1,
05734941,900180,13073,2,1,
05734941,900180,11261,3,1,
05734941,900180,14775,4,1,
05734941,900180,12323,5,1,
05734941,980000,135827,1,1,
05734941,980000,219896,2,1,
05734941,980000,73253,3,1,
05734941,980000,48747,4,1,
05734941,980000,56818,5,1,
05734942,800940,6328,1,1,
05734942,800940,2907,2,1,
05734942,800940,5887,3,1,
05734942,800940,2736,4,1,
05734942,800940,5181,5,1,
05734942,900000,30052,1,1,
05734942,900000,33183,2,1,
05734942,900000,33605,3,1,
05734942,900000,31422,4,1,
05734942,900000,33524,5,1,
05734942,900160,26335,1,1,
05734942,900160,2408,2,1,
05734942,900160,21673,3,1,
05734942,900160,2172,4,1,
05734942,900160,17104,5,1,
05734942,900180,13817,1,1,
05734942,900180,14300,2,1,
05734942,900180,11398,3,1,
05734942,900180,12933,4,1,
05734942,900180,14909,5,1,
05734942,980000,70204,1,1,
05734942,980000,49891,2,1,
05734942,980000,66676,3,1,
05734942,980000,46527,4,1,
05734942,980000,65537,5,1,
05734961,900000,177000,1,1,
05734961,900000,177000,2,1,
05734961,900000,177000,3,1,
05734961,900000,177000,4,1,
05734961,900000,177000,5,1,
05734961,900090,7536,1,1,
05734961,900090,7536,2,1,
05734961,900090,7536,3,1,
05734961,900090,7536,4,1,
05734961,900090,7536,5,1,
05734961,900190,38400,1,1,
05734961,900190,38400,2,1,
05734961,900190,38400,3,1,
05734961,900190,38400,4,1,
05734961,900190,38400,5,1,
05734961,980000,222936,1,1,
05734961,980000,222936,2,1,
05734961,980000,222936,3,1,
05734961,980000,222936,4,1,
05734961,980000,222936,5,1,
05734962,900000,177000,1,1,
05734962,900000,177000,2,1,
05734962,900000,177000,3,1,
05734962,900000,177000,4,1,
05734962,900000,177000,5,1,
05734962,900090,7536,1,1,
05734962,900090,7536,2,1,
05734962,900090,7536,3,1,
05734962,900090,7536,4,1,
05734962,900090,7536,5,1,
05734962,900190,38400,1,1,
05734962,900190,38400,2,1,
05734962,900190,38400,3,1,
05734962,900190,38400,4,1,
05734962,900190,38400,5,1,
05734962,980000,222936,1,1,
05734962,980000,222936,2,1,
05734962,980000,222936,3,1,
05734962,980000,222936,4,1,
05734962,980000,222936,5,1,
05734971,900000,52000,1,1,
05734971,900000,52000,2,1,
05734971,900000,52000,3,1,
05734971,900000,52000,4,1,
05734971,900000,52000,5,1,
05734971,900150,1732,1,1,
05734971,900150,1732,2,1,
05734971,900150,1732,3,1,
